,monthly_income,gig_economy_weekly_income,atm_check_deposits_weekly_income,direct_deposit_weekly_income,government_aid_weekly_income,frequency_heuristic_weekly_income,large_deposits_weekly_income,income_length,payrolls_per_month,income_sources,days_since_most_recent_payroll,days_until_next_payroll,bank_balance,overdraft_transactions,nsf_transactions,return_transactions,reverse_transactions,length_of_transaction_history,mortgage,auto_loan,student_loan,traditional_single_payment,installment_loan,predatory_installment_loan,title_loan,pay_advances,total_loan_payments,no_of_other_active_loans,traditional_single_payment_mean,traditional_single_payment_trend,loan_amount,loan_requested,loan_borrowed_inc,loan_outstanding_inc,state,loan_id,status
10,3340.6888575414628,3402.1947506115703,1384.683552759447,9062.936791996517,2079.6742357474627,7625.129334287578,4426.227180223239,912,3.259801556675357,16,781,131,18651.403346733576,67,82,45,7,53,2702.3804425688213,1106.416653219085,242.65531256173202,4753.86969748197,276.16739051482375,1392.4110562186943,632.7393104227682,2157.4552270796953,5104.207999052422,15,33.08406721582865,0.3796427447139372,367,202,658.5848248610689,385.1785159482894,"""NH""",10,1
11,2485.8167100152064,2874.1965563700687,3281.0950446304555,1667.2021605364052,1240.2674140599174,14597.578956296196,6301.012617149156,129,96.20127060303875,13,600,37,87522.08606565726,18,72,78,31,512,2822.5411321284555,2449.809501374139,782.1771067931099,1574.0386922073585,1571.2172369244909,3265.515505032896,7.723361569936915,2954.705656491538,15942.248870190067,22,45.62271564773779,0.1101091217597927,405,339,726.7761691246128,425.06076010642283,"""AR""",11,1
12,8846.164294098484,3186.810542418741,4693.055047000776,1541.8766604225586,2657.1742217601973,13974.658654918114,11970.06914653778,16,116.82986133899007,14,187,152,84892.3736223944,80,71,8,53,40,1624.1953901392226,277.3928951519189,320.78763628263073,4253.205993191239,3022.2008803477697,700.8317898828809,579.7062409062198,4789.637844000592,6125.495031488431,9,37.64583077808772,8.948773888936904,294,396,527.5856635126819,308.5626258550329,"""IA""",12,1
13,5638.225625978992,4836.8582387124525,100.18412437209467,7337.520267067564,1522.2142869515353,14016.701687402312,5208.339058910989,813,9.162372674031772,6,281,160,32715.66239163014,0,66,29,79,235,2992.4853287527544,4423.478519046402,163.08850782585316,1550.442836525161,3154.8327157081867,1923.335862855644,813.5181422102418,779.5727256702534,833.5923271771838,11,46.682017279014524,1.457015280993783,257,33,461.18882830870496,269.7299144379029,"""NH""",13,1
14,6446.003685485329,4756.823714579623,2288.2691430799127,4654.800512411262,1495.4851034923217,11516.679548267655,3049.625913411198,807,160.66352366099474,10,418,85,53261.28846799125,96,73,66,3,221,4823.64582932183,4561.901034484677,208.78912675603976,3483.436813930063,2838.7486032141446,2023.604483356299,376.0022527391482,143.0140696625143,7990.166305626573,12,27.716328800454036,28.802635776021244,338,405,606.5440621336276,354.7420664591875,"""AR""",14,0
15,9162.74435318384,3312.2956541341277,4328.561352548938,8551.785848317348,1231.6216895221542,11886.929662180743,10432.150918632147,979,137.24040704136578,25,635,26,36347.33016870975,31,66,24,87,785,1728.2769790480352,3414.3652982067892,132.5488367699865,4986.604621226553,1447.0826863521963,579.9107406974834,654.9282016394841,2190.3949087805936,17253.636269445542,17,34.970038621058094,5.853165154276273,353,204,633.4616980271317,370.48505757424016,"""CO""",15,0
16,8476.98669514641,3715.4783895904466,4801.124313453367,4403.165303297829,1230.365538137067,2059.3320999308266,2613.046253420059,102,13.872446404719962,26,471,146,49782.939864166365,39,41,60,28,125,409.3000613073078,2572.3508215697243,377.95641461792786,57.383422158815975,2861.252444829026,3635.1642115447758,363.72885477983675,4905.025156536189,1789.0742320587472,28,38.531792435299074,2.8379336340533023,54,390,96.90348921661504,56.674768014189716,"""LA""",16,1
17,1086.7499131665459,287.10013342041543,2871.8358183927085,9429.347245338275,1856.5501053625833,1790.306545919463,9668.380739256803,618,197.90246536721705,20,374,141,72477.81724169716,14,42,43,5,922,4972.506728520242,3440.110627271536,478.94522220244994,2779.1903034726624,1793.5125392201219,1101.281051717376,652.4779441034956,4495.241392901514,15948.706625959156,3,27.201311629758635,24.73269069661002,425,347,762.6663503159517,446.0514149264931,"""NH""",17,0
18,363.5794540767345,155.49871824471927,278.22623563031055,9818.80660285135,6.331828808188056,9447.824431677118,3076.1965664564045,250,47.58309737372224,15,462,66,13848.606332529967,64,21,59,50,177,2501.0513388150675,2127.9693637767537,811.9821840401701,1461.9343910166804,325.5883195960907,4334.588257739438,625.710028459979,2776.516994091878,3545.7211592259296,25,48.989543326323464,0.970083587582069,207,455,371.4633753303577,217.25327738772725,"""NJ""",18,1
19,209.87726215966563,2175.974752209552,189.11214271516653,317.45946461952167,2513.3363280550548,6205.293547309509,14599.73629134429,283,157.30851597102046,9,214,8,38574.869241653476,46,16,33,89,756,4701.247146910948,1451.4025496898576,601.2125703541996,4127.171504440034,1155.6932217243825,3303.7109826160004,608.8228906562742,1488.7448644759554,16508.98045218015,15,47.35320835637438,27.696734823521297,16,495,28.712144953071125,16.79252385605621,"""IL""",19,1
20,5101.543194463575,2219.4871598258096,1485.7440166391905,5561.526463305735,2197.279780784639,4901.203333290711,8747.707434898015,94,24.216001763696184,22,880,2,939.4689763584151,67,59,48,64,341,1440.7381783402623,2297.9368383107267,671.3005961941808,386.92329976104725,134.65554868695938,4038.043034367272,105.18879049934216,4064.7966087321934,7816.698620494251,6,46.252441530121985,0.219101878050878,357,230,640.6397342653995,374.6831885382542,"""NJ""",20,1
21,5698.370475236516,4048.9403773396916,1595.8576698238692,6466.446868837758,1546.8594386329578,9057.903235492278,10875.680886656728,416,76.79646430551254,19,221,58,28638.109466666738,95,30,39,95,634,3279.8520247837137,2395.44007375682,19.921531600600172,3208.6276703522217,2059.275350325625,2800.4553720496056,235.51326333423972,1925.510408919026,636.1064408962935,4,1.0910850242748682,7.976231161994381,310,245,556.2978084657531,325.3551497110891,"""CO""",21,0
22,340.01295408580654,765.0757048057937,1331.9846345765652,8413.875271339972,450.85962841725546,2300.4296137930837,12970.00813217138,54,86.0815578416015,9,735,20,98601.7523495909,80,16,84,54,995,123.90161211138673,4113.079230008891,343.88727675638575,363.5151599738612,1139.5800611284358,4174.653802347194,860.2455082669884,4022.91117725342,6567.58724624152,6,35.29537582742913,3.9393019395594173,61,62,109.46505263358367,64.02149720121432,"""IL""",22,1
23,6517.694334489796,947.7995015489682,549.2323946992051,6465.535054010008,738.4373401546785,766.1176486811161,2870.355983687183,44,90.81926734905493,29,453,151,74610.56319508718,10,21,90,49,757,3633.885219609414,364.21670916707393,962.6899068071924,3963.8982119484162,0.2780691612841446,1776.4323268362702,115.49472773636194,1069.6275217484813,148.38421749861163,13,24.832783417357508,1.3339282302345723,276,417,495.2845004404769,289.67103651696965,"""LA""",23,0
24,7938.404438147566,2452.7503696396698,709.9158753839241,2102.42732107586,1586.0864264866561,6955.980040378761,10640.910144506968,10,172.78315305603542,22,779,73,92128.7555675695,37,15,38,69,850,322.42437070612806,1869.8781465999502,193.7350761996205,4748.702066611723,3556.7558772436887,2001.4393762492211,611.8395767767453,1931.587973944834,19819.108048304028,0,13.536512623365354,23.86686515736873,178,97,319.4226126029163,186.81682789862538,"""CO""",24,0
25,1460.6283424324552,2706.313533699194,4020.0745405599178,37.3295584578226,2391.832556634266,7360.4211732782005,4936.316153509748,327,199.8067589788408,0,43,98,19020.60333581539,62,96,15,2,335,4696.501035022759,1263.7428050791543,783.3086987583413,3950.0219999366454,1832.9583914615728,1074.0921481338012,70.01257234045121,973.6757055805662,6350.941077491525,18,25.090777873880576,13.846909227487776,37,302,66.39683520397698,38.83271141712999,"""AR""",25,1
26,9921.2062433499,3953.2110405147373,1901.0874445408165,6023.391900183721,1582.5638756316819,5706.858752044284,5789.034350183513,172,13.057343303997527,15,634,151,75786.53113322331,72,89,58,40,568,2384.792729608769,4693.116025997011,460.29549705996885,272.7103119566476,3258.8575372705336,2003.9797238918306,305.79389460046735,398.42695412728943,1564.6020855986164,3,40.63127963323836,10.083877519795672,250,60,448.62726489173633,262.38318525087834,"""IL""",26,0
27,2866.9479777821584,3889.3302870703637,2499.2319303715312,8750.596787915534,1559.4023258645962,14521.381015266767,10335.156840657171,920,163.38593479042635,26,420,113,60671.14161263444,15,51,13,35,293,309.0247531577478,4756.700183468552,843.3327112775547,4493.639223848765,703.6775743975321,3467.0173170081503,881.7632777654479,4794.3221060986925,9985.378479026576,22,16.346624263892835,29.054940811469436,98,223,175.86188783756063,102.85420861834429,"""AR""",27,0
28,3509.0534725504253,2526.1048565270426,1963.3120448390262,7908.669933683902,997.0266420312659,2930.983532548609,2447.573443548706,893,73.9243966211081,29,110,108,8044.653366401278,21,71,27,2,850,1751.1594182423496,493.45359972389423,154.69708094886303,1661.0074073565384,4739.756241922706,3401.562481179248,653.6792957140381,3890.3629791400463,12306.157165513554,29,17.016955052668948,1.5673155971057262,210,498,376.8469025090585,220.4018756107378,"""NH""",28,1
29,4935.244546278907,2967.758736348283,1969.8568917574012,6039.858197272329,690.4710327613178,773.2072708292181,12609.034320042148,936,28.56030828851457,18,463,178,45927.82402803439,95,29,89,64,880,3272.769470999937,246.1408477336252,684.0659382515252,3086.4383928864595,1200.6468389442614,2783.35919553683,824.8352258547126,2854.018552716836,5471.538370781759,15,24.62588366239229,0.8772307230504517,432,496,775.2279137329203,453.39814411351773,"""IA""",29,1
30,2899.912747976339,2380.440504521444,2476.781783480409,9532.508524114308,1991.2972447314432,14493.7655368605,12379.68314293501,808,140.61006240328254,0,986,80,14938.6059291717,0,40,86,87,471,1652.725986425776,1737.4205372730612,602.6515532955633,1183.3402013714856,4619.424443961554,4420.491978690612,91.01765047509558,2862.064100844127,7208.942895658086,5,17.73742074907619,2.4255909074792834,268,58,480.9284279639413,281.2747745889415,"""HI""",30,0
31,2995.4646881259396,4449.34648529477,3664.8051444900852,9478.42197066237,1590.5611078047127,3355.1111082630937,10549.157283573226,977,119.85159133429713,6,551,95,12525.522562180524,74,78,25,89,608,51.95452551367718,19.11532002139671,784.4052444329398,3586.0864988893077,160.60935778729635,2862.8644699868614,156.14200912264664,2482.4849065437247,17564.925283460743,28,6.0682959222811474,12.574353177282713,439,84,787.789477149889,460.7448733005423,"""CO""",31,0
32,4585.64259183989,378.70694163392784,928.2240741022263,5659.068363390766,2310.392315051108,6053.8804580942215,5850.068529553206,950,116.93045877004427,26,817,183,1904.731436899998,87,91,54,58,855,1577.9210066438736,3145.7743727759575,692.0802808519693,831.5445896671059,951.3969687134899,1247.5457616798851,13.261662089280811,2238.4479303772623,13669.664885057624,20,25.775813388398728,15.494844060920057,422,230,757.282823137251,442.9028167034826,"""CT""",32,0
33,9952.772600146256,2284.1173223432434,4225.065165568152,7680.682971099645,526.6859995283096,13767.11286829615,9666.44603156604,440,197.19577317670706,6,914,169,53022.40430181219,46,15,40,22,39,2211.0743423772824,3595.201354483247,896.0999909066643,3225.109957862176,1007.0489830403062,834.520870324818,778.1323416569269,1893.1115649704661,16317.420847490173,14,12.12624649118631,10.604130121626042,228,49,409.14806558126355,239.29346494880105,"""IL""",33,0
34,8369.05390566557,2717.39416557249,4830.932618586252,1123.3575177997357,46.62553819367798,864.6982821181659,8210.232339517655,230,131.51912796217624,24,698,167,99312.31904132698,74,32,18,97,38,1429.2920077093418,38.23004479676484,273.14416456620825,1623.417754314565,519.1640918433487,369.0961536125864,774.3504420696327,4189.719397480487,3254.485564207312,28,29.834553132752294,19.932552280305625,321,399,576.0374081209894,336.9000098621277,"""IA""",34,0
35,7880.640204321839,3981.6171968511044,4727.71416701102,3722.9873898194855,2092.0176123747283,4675.016189450698,133.0675364612971,355,180.3129700650211,26,839,143,47939.43286953324,95,16,28,37,503,3080.5949676593286,2932.1619537439915,523.2849832273901,3292.550908811049,4422.919592678615,462.1801483769117,38.67132053516864,3672.3733048427907,16471.88189349719,8,30.028597424028273,24.63767643752724,159,150,285.3269404711443,166.87570581955862,"""LA""",35,1
36,5300.679258461975,1880.130033369371,544.1497051155469,8390.165465475826,1596.552763032957,2175.0535769791836,11749.75247869158,217,53.36874155614338,7,933,145,61716.92761813833,34,80,58,81,679,4861.458200659133,1478.1674586511456,373.055373520045,1746.5542353233066,2688.283687842312,105.72045031776223,924.7071279541058,4211.377442019214,15960.348209278038,23,28.648956439791284,29.679515507365295,404,393,724.9816600650458,424.0112273654193,"""CO""",36,1
37,5756.578093589582,4796.629683415996,1758.9854695385782,4728.760427923861,2995.227964423298,1797.2073251210945,7691.1955448789595,176,90.17411697474766,10,328,37,60196.61032185103,82,92,25,64,908,291.26149328903006,916.3955396877033,599.1734177069857,3137.281223475406,2085.8337639047213,1338.9986083899535,307.75204193683794,19.01416244620979,4705.174711458593,26,31.380618178764614,2.6417809642545773,262,224,470.16137360653966,274.97757814292044,"""NH""",37,0
38,5781.908039930489,785.5503811989684,1889.9252970394798,3194.0104269955737,1316.425032233676,6927.794542676235,8741.050674266486,614,157.2089771251503,0,611,17,9047.849001233488,79,83,47,42,656,4668.853445084497,421.35588584468474,813.734924274751,3856.172346903052,4297.4836501409145,1403.2608948945808,203.8105795115066,2988.8924337749972,11509.401609482738,12,18.131825927624114,4.281953243602821,23,40,41.27370837003974,24.139253043080803,"""NJ""",38,1
39,7985.267126397457,2591.5594603080713,3161.3879283432075,4408.340862936759,701.2474998959533,7995.038376353399,11788.27196482153,63,82.29397345105758,16,948,65,51807.77076527745,30,79,16,5,288,3511.0297817417977,1245.3234650520717,244.45350032975466,2500.154920819055,4524.410839690764,1804.0857303828684,84.30408881792928,43.22780227296374,15032.905234428394,20,25.32745810499033,2.0186984809413033,141,186,253.02577739893928,147.98411648149536,"""CO""",39,1
40,7519.017451185243,1987.178427150132,4621.917507286318,7676.876793936067,2153.3069616713556,11078.375527884175,12026.421675615105,358,19.276641197012978,28,611,74,33604.56676498541,81,51,39,67,854,3752.312647046842,3910.11914287064,226.63974504434648,2865.6570023820036,1392.4139175565635,2769.2936753431513,954.3191992748177,448.178630360756,7764.216509836219,18,7.63388004813213,12.212817411340374,17,462,30.50665401263807,17.842056597059724,"""HI""",40,1
41,3802.6130487438804,969.7174265725633,794.7783271585134,1905.5085094991698,415.76499049512006,9625.013570439922,6867.4667224925515,771,80.94295785392363,0,957,149,56714.862726145744,89,86,98,3,562,1994.6419244000697,4523.13925396826,91.93590025449406,3840.858693068208,4413.362764701989,4687.2406310912575,268.4987026992188,2210.6467268931983,12133.630950217474,9,10.144557781474889,11.806998440917699,92,99,165.09483348015897,96.55701217232321,"""NH""",41,1
42,8187.596435476491,3330.0412173686113,1898.4903714660618,4611.038581466261,2836.0973014159354,9838.999545041625,61.88542731310698,899,105.86056664618513,24,191,50,30452.841148649677,31,61,40,7,389,3946.217049784435,519.6679353918021,856.2691656942549,4443.556971628796,6.833522030809114,1480.2187199423438,188.09603441392176,2942.006408901783,910.9202935174387,8,16.466272499198105,20.854581551107366,377,294,676.5299154567384,395.6738433583245,"""CO""",42,0
43,5452.228141016577,3850.2139870466144,3392.4689052883405,683.132155489703,1559.9570136592588,5736.298378466091,3243.407395371697,252,98.63750233526447,5,496,125,23168.805332552143,25,76,17,66,891,3667.60489312554,2337.687574344581,148.7077928522137,3012.8582120624187,2209.8909768040353,270.65184577311163,913.770244460132,805.4714171637422,14775.094433051905,20,5.954204600407875,7.798259309979376,125,457,224.31363244586817,131.19159262543917,"""HI""",43,0
44,882.189527210232,415.03632984876583,4997.290252055725,3775.295744344117,1052.0003748386764,8665.582468980394,10901.351291783216,840,167.31179029322206,5,239,112,30780.038605053716,6,14,85,12,266,318.05685955723305,393.461531297597,367.48953393134343,3503.692565369328,2949.775217287817,141.06286132870903,728.2477447885966,4476.493253327236,1901.5718374817725,0,34.77195248158409,23.360141569719957,481,304,863.1588576517007,504.82524842268987,"""IL""",44,0
45,4987.413649427427,4426.61918884513,1161.9133017403194,6080.596644861753,2878.744834585947,14023.122374567634,14341.344985114243,237,114.40400120031819,15,763,187,43609.116182090205,89,2,58,69,897,4275.434150036527,253.39609555713182,141.22528533105205,1292.6931231708022,2324.5095964290886,1878.4229191103148,607.4934165002402,1290.0246902586782,17916.68884298739,7,5.132934806718092,27.231852090842587,16,96,28.712144953071125,16.79252385605621,"""LA""",45,1
46,8801.471132118932,3170.114390449692,1553.7087067716577,2527.9388835515724,2273.7141560994687,8220.48382279266,3229.314103955999,827,102.93841503144073,0,263,32,75457.03001599351,23,57,74,54,332,2446.2154219412323,1037.1793892041915,671.1001962940793,2907.0389194183876,831.9594459164437,1370.7652152571331,93.42223378725623,3874.3397062653858,16644.918247950427,14,34.89707634443785,14.274914626103728,231,348,414.5315927599644,242.44206317181158,"""CO""",46,1
47,6673.366979262152,2630.3202767536386,1570.1750670087179,8046.173363303792,282.9571414563354,3149.554097711072,7711.603620161434,520,6.743570780536001,18,982,171,51550.186165027015,85,63,74,43,879,4901.253029125816,2679.146136783857,541.7305111097356,442.24852159400587,865.8769703445629,4812.44199758054,429.05349628249667,4317.459902156976,18273.05895456592,27,6.437455193907221,2.3505251448330067,343,192,615.5166074314623,359.98973016420507,"""NJ""",47,0
48,382.24115650185354,3060.592424273599,2283.0155264857817,5070.632888474226,1130.2436321843943,7602.3184543035595,12748.778275996881,348,52.74046128060539,10,767,122,51235.2710116277,90,95,21,13,141,2012.8258505133917,2432.6045300901715,822.4698440344629,4447.950626499292,4837.029327547919,4391.43133903111,790.7408376846591,4382.665531293477,12128.339529585992,6,46.02455492245108,20.345436266234657,219,215,392.997484045161,229.8476702797694,"""CO""",48,0
49,5538.353972788166,3255.899439340217,4629.079077687545,5540.879351293237,1301.8994052387768,5152.97884688838,10761.951284486957,160,127.18663785029554,20,697,24,69615.1646862406,7,81,72,13,866,4824.807126895328,398.46962299425525,563.454852500143,1293.7234622714245,4513.527284688934,862.5053236811797,806.5528218878819,3107.0014724230377,8400.130965975497,23,20.33980321185984,2.1992925007005812,470,382,843.4192579964642,493.2803882716512,"""NH""",49,1
50,2777.746800474846,3618.4090330713143,839.9009533483687,4840.665180582906,1604.2286116751006,593.6234530243878,689.8175088576846,758,71.70782837579132,2,574,117,53201.502145962666,96,90,0,49,642,660.8124262099907,4782.098947209264,347.6705162759651,22.758388250047055,2139.4925963446453,171.6052926523909,532.9296885129999,3613.4325927334817,3519.0223500188276,2,36.51411168785679,17.53525875325372,416,150,746.5157687798493,436.6056202574615,"""IA""",50,1
51,2658.356703363457,4805.480977399092,2849.587672665503,6885.571732079715,1567.5904343847367,3454.5388623819836,12064.593784839848,536,9.855120910946802,9,128,161,11914.83467855854,15,2,59,28,733,2482.3255102198896,2658.356687262954,239.32674614609562,1742.083402785144,1475.4655810859585,3371.024382945703,724.0582351939775,563.1631177321284,16829.656954758175,2,5.478769583848331,16.23843864783943,165,213,296.093994828546,173.1729022655797,"""IL""",51,0
52,9482.020157125737,467.8466800900888,365.22225109731244,9416.67535521067,2479.1702381665723,11644.49685950592,2862.1651581862466,795,168.83747875602182,9,791,84,40160.17584344437,26,99,86,28,423,3817.1282048168155,864.430841287896,641.8166951576873,3262.4116574970117,1387.2017865368357,3460.5976481596185,88.18960632190276,3607.839987250923,12781.637766573722,18,10.368317598023896,19.495689768829735,252,379,452.2162830108702,264.48225073288535,"""IA""",52,1
53,6059.538050630631,3978.033144021836,4076.14929592748,8036.347079667544,1678.7548705786726,6844.0095169818,10597.024370188661,347,185.15848095177324,12,275,191,74125.81593353144,70,17,53,11,508,2235.7073869339197,4513.607052917581,830.8954077698603,4946.485779796071,1253.4928715689675,2264.2597718021175,54.774818509613745,4779.28282766648,3227.674681846215,8,0.8658684131667038,11.704961910860447,257,157,461.18882830870496,269.7299144379029,"""IA""",53,0
54,3607.931584659804,3863.6206766979476,2013.7400216487622,4084.446049030289,2464.4550849153406,7625.344909007545,9696.593484848245,868,10.100501511182447,0,285,109,33008.03053752665,95,50,97,52,797,456.5074872203545,4680.763621336653,926.8052838839229,2646.2095113649884,3403.631230409314,1358.6039313327553,191.5448055875715,3632.713998806214,19085.27452673651,13,37.52595032894167,17.014122826773267,492,201,882.8984573069371,516.3701085737285,"""CO""",54,0
55,7951.762395891796,4791.545150531937,4299.205139743679,9848.159859040621,734.2314428577035,14139.319623841606,7416.675179789605,262,64.09100124638785,17,152,136,51962.18375837642,49,39,53,14,902,4718.3066275170995,1476.1695550597449,127.34699795600235,4990.741724971565,43.01869919473567,4778.469879773426,819.1667971162676,2165.231739683681,12424.113436771844,29,28.249137381542067,23.843960411871322,63,127,113.05407075271755,66.12056268322134,"""NJ""",55,0
56,8103.217878933744,1480.774191898967,140.0700956705414,1107.0670578935215,1982.8186963092219,3952.17237722537,5899.270771221873,436,163.6382835887592,0,536,192,12588.710044428253,21,93,65,73,782,2596.7891652717585,2737.698102018412,790.0790221453607,3278.0875294036814,2223.9449338611366,2474.3907019807807,507.69770861523864,2423.271467279167,16688.801532329937,16,0.13135285936652363,28.75208738315772,191,87,342.75123037728656,200.46075353167103,"""AR""",56,0
57,5441.874111003688,1028.989188492389,3431.38631983706,7148.441507678352,863.2406084508794,9922.079081854066,12184.652226466667,828,119.80546464753172,9,452,12,91437.6203281868,1,71,56,63,677,37.33346323448017,2484.4463339831864,391.4246346662793,1700.5147842076146,2049.046972600522,3298.204268160419,930.16179801773,66.7719292890645,17512.89631640526,18,34.91115430138081,8.457956628458339,228,421,409.14806558126355,239.29346494880105,"""CO""",57,0
58,4552.024873861145,807.1754159072791,26.654853520259316,4593.815431227141,1885.5864637213515,8780.713304039822,5284.035016806797,996,82.71472664711258,29,189,62,21793.091955492637,53,35,82,88,341,1226.6445996328512,4469.9517924377915,761.7211215317202,4442.341794543948,1795.2249953899507,4935.909499731585,658.455635539232,4807.5901061870545,17624.409948920307,6,46.238308237440826,13.3477520616134,393,149,705.2420604098095,412.4663672143807,"""CT""",58,1
59,8508.888304421527,2293.337263585639,2719.143315318156,6900.299722055742,2674.2296840731265,10434.430129933418,11876.101923712615,985,199.32576551762708,26,32,134,62177.59082594986,29,51,69,39,413,4317.77414358399,3818.7744842769907,129.23313262121195,1055.7240302566768,2648.5720854027377,1436.6987460516873,622.6087130015565,2713.318458570901,11165.576959410328,26,31.153474300821753,10.376298624707312,192,311,344.5457394368535,201.51028627267456,"""AR""",59,1
60,4228.2303775433575,3850.176591866776,3262.8228280985177,471.01176260481606,46.993970232556805,13631.51363942695,5636.397579735372,668,77.52437633358468,19,348,174,98642.76709580838,30,49,24,9,473,4523.737536064227,2504.91257806596,994.3359293472843,3811.2091612882314,1785.310822874095,377.05276299600246,234.09747277823945,3202.314592947362,8588.098795531978,2,35.383936337099705,23.254473549462645,182,358,326.60064884118407,191.01495886263942,"""HI""",60,0
